gene_symbol,read_count_CGctx1,read_count_CGctx2,read_count_CGctx3,read_count_CGhp1,read_count_CGhp2,read_count_CGhp3,read_count_PGctx1,read_count_PGctx2,read_count_PGctx3,read_count_PGhp1,read_count_PGhp2,read_count_PGhp3
Nek7,1627.55,1626.26,1330.78,1725.01,1727.66,1770.29,1595.19,1600.19,1664.72,1673.3,1540.25,1494.89
Tars,2350.81,2283.77,2219.07,2191.27,2241.26,2229.49,2085.61,2097.06,1982.84,2173.53,2182.02,2220.93
Gimap9,4,0,0,0,0,1,2,0,0,0,0,0
Fhdc1,18,23,21,30.99,27.88,14,32,37,36,28.97,26,35.86
Mrps14,778.85,755.95,742.95,731.99,703.98,649.99,671.89,765.15,676.95,732.98,693.55,674.39
Mns1,844.76,856.83,973.11,833.73,836.3,876,733.67,702.57,757.3,885.25,922.45,854.33
Cks2,1258.94,1187.78,1038,1244.89,1140.73,1162.99,1158.99,1144.92,1159.99,1208.94,1026.92,1056.54
Gm8909,10.14,9.88,16,9.13,12.42,15.24,7.25,11.53,11.99,26.44,14.98,12.15
Yeats2,2162.91,2211.6,2329.05,2222.38,2093.03,2118,2203.48,2228.39,2315.81,2176.36,2262.3,2246.97
Dcaf4,401.34,445.15,453.98,420.4,449.29,393.24,423.07,459.41,458.05,423.89,445.79,436.22
Pogk,2754.09,2752.39,2669.59,2642.46,2715.94,2772.2,2562.29,2563,2553.22,2840.56,2796.58,2674.06
Hk2,467.65,433.93,417.93,477.43,514.84,488.64,396.24,351.96,362.34,416.92,446.04,436.15
Akr1c18,0,3,3,3,1,0,0,0,1,1,0,0
Gzmb,0,2,0,0,0,0,0,0,0,0,0,0
Ciao2b,570.01,614.96,716.96,609.58,592.32,588.08,578.96,553.75,536.96,613.62,592.91,656.03
Glt8d1,746.1,757.77,772.01,725.11,746.8,781.41,778.24,845.02,833.29,727.29,756.01,740.16
Slc9a3r2,118.41,120.77,149.91,131.99,144,130.48,134.99,154,137.85,130,173.85,147
Zfp866,768.27,790.52,844.05,661.53,727.98,708.85,859.95,859.61,847.85,798.22,846.49,792.04
Polq,1011.82,1026.1,1104.1,1090.81,1030.46,1074.67,880.04,951.98,1014.7,1024.3,1100.75,1045.21
Zmym5,806.41,824.61,700.28,771.93,749.04,749.02,897.25,883.33,892.87,801.06,705.99,720.91
Cldn11,1404.77,1383.12,1295.13,1672.47,1579.01,1606.28,1397.94,1358.54,1361.46,1523.96,1417.9,1497.93
Myef2,9168.78,9505.37,8450.54,9686.28,9558.42,9678.31,9223.55,9338.42,9578.99,9263.56,8733.55,8951.94
Noc2l,2996.33,2833.86,3305.43,2863.42,2933.76,2964.15,2566.97,2464.35,2576.52,2871.07,3158.04,3090.07
Hus1,1344.44,1303.9,1221.93,1287.77,1301.23,1326.28,1334,1299.99,1331.26,1355.4,1342.92,1281.56
Gm21992,3.22,0,0,0,0,0,0,0,0,18.83,0,0
Steap3,63.99,39.99,59.99,71.98,79.98,68.87,69,51,44,78,78,83.99
H2-T23,105.6,119.28,93.79,64.84,50.63,78.61,123.87,122.21,105.15,56.55,71.8,57.03
Gpr15,1,1,0,0,3,0,0,0,3,1,0,1
Trim3,562.98,547.03,719.75,582.92,611.98,540.92,594.99,588.92,563.98,610.63,642,615.61
Srrm2,16323.5,17364.43,19762.06,17128.53,16867.26,17605.6,17581.5,18285.84,18777.57,17070.86,18488.39,17370.98
Shprh,1951.58,1954.04,1765.83,2087.78,2003.29,2097.14,2085,2128.78,2168.38,2057.54,1894.99,1904.52
Ly75,40,52.63,59,55.74,60,47.97,62.99,63.78,58,56.9,49.99,56
Nanos3,6,3.93,10,2,2,10,5,5,8,7,9,3
Tet2,735.03,722.34,770.92,686.1,718.41,805.18,910.71,893.53,958.68,771.84,718.53,606.92
Hnrnpf,18461.76,18475.98,18087.43,18161.48,17942.52,17938.28,16052.71,16181.59,16272.49,17658.9,18207.83,18516.55
Actl6b,27,32.88,21,29,18,28,40,25,32,21,13,24.99
LOC100862043,18.12,5.03,9.63,10.25,12.86,11.63,9.82,10.7,7.07,5.04,14.62,10.04
Zfp961,604.54,577.04,511.6,530.91,474.84,517.27,553.91,489.91,564.25,569.45,517.97,500.76
Sh3gl2,321.5,303.44,319.16,323.85,332.41,342.22,298.29,272.17,282.02,362.06,330.36,371.24
Zfp185,1,3,2,2,0,2.94,0,1,1,2,3.99,2
Wbp4,1033.51,988.56,919.66,980.03,992.19,936.57,1008.19,1073.5,1053.22,955.2,1000.12,953.69
Mgst1,46.9,52,42,32.99,27.02,32,41.97,35,35.99,16.09,17,16
Hyou1,3812.62,3927.15,4038.86,3742.95,3616.66,3722.49,3493.99,3569.24,3549.94,4030.26,4202.57,4202.22
Sec61a1,5511.7,5524.96,5624.96,5508.76,5811.47,5508.58,5403.78,5206.68,5179.1,5551.89,5817.34,5770.85
Cxcl16,43.91,64,47,46,59,40,44,59.99,49.98,21.97,29.62,24
Gucy2c,0,1,0,0,1,1,0,0,1,0,0,0
Gm12248,1.01,0,3.3,0,0,0,0.79,0,0,0,0.69,0
Chmp7,1882.07,2019.69,1984.37,1866,2056.6,1904.61,1886.27,2044.83,2112.21,2004.94,2103.9,2050.79
S100a1,87.62,119.7,130.36,151.76,147.13,128.65,141,140.58,121.22,121.04,133.44,124.42
Lin7c,3475.09,3365.72,2646.98,3585.11,3584.4,3596,3299.75,3300.36,3424.13,3267.11,2827.45,3108.84
Htr1f,0,1,1,1,0,0.97,1,0,2,0,0,1
Lrrc73,154.99,164.98,184.4,172.04,172.88,168.99,143.96,167.87,160.96,180.98,184.54,215.83
Ptp4a1,5778.72,5948.19,4462.06,5743.09,5875.68,5714.76,5299.22,5493.54,5409.94,5899.7,4936.31,5043.56
Pgp,2630.11,2680.04,2730.96,2561.22,2619.95,2638.07,2402.41,2314.27,2396.41,2736.5,2807.37,3008.26
Tex29,1,0,0,1.97,1,0,1,3,1,1,0,0
Mlxipl,4.98,11.22,2,4.11,4.04,2,9.42,3.75,6.68,7.2,14.07,5
Gm41885,63.13,11.01,0,0.9,93.13,0,18.84,14.11,4.52,42.28,21.54,76.31
Ihh,2,3,2,1,5,2,5,2,1,2,2,1
Aldh1a1,5.31,5,1,3.75,0,0,3.52,2.29,4.97,2.18,1.09,0
Eif1a,1262.98,1251.95,1095.8,1141.81,1179.64,1206.11,1063.68,1074.3,1014.14,1200.72,1128.49,1154.46
Zfp526,239.25,237,240.62,181,177.99,193,232.08,225.75,203.99,216,208.99,210.98
Rab10,8721.29,8653.97,7796.61,8644.04,8940.04,8720.73,8399.03,8204.65,8317.79,8431.24,8022.01,8113.83
Gm6818,0,0,0,0,1,0,0,0,0,0,0,0
Usp2,570.37,581.48,624.99,644.82,685.09,702.79,611.36,579.4,593.36,635.82,704.32,655.32
Prdm13,0,1,0,0,0,0,0,0,0.97,0,0,0
Ttr,72.6,55.86,62,405.99,137.83,122.99,16,17,11,418,460.29,375.99
Vasp,841.98,878.98,957.94,903.99,896.82,926.69,868.84,794.42,830.79,870.01,986.78,974.92
Kcna7,0,2,1,0,0,0,1,0,0,1,2,1
Sin3a,1761.62,1806.91,1853.01,1748.82,1835.53,1764.44,1694.74,1717.72,1775.76,1730.67,1849.28,1920.84
Fam122b,1397.62,1397.13,1247.94,1390.13,1393.84,1393.73,1415.78,1403.22,1436.99,1377.36,1198.71,1256.09
Resf1,489.57,467.1,459.83,401.76,425.72,441.71,466.33,487.63,532.62,422.78,379.38,452.98
Trim24,2401.61,2342.15,2181.58,2235.12,2251.16,2279.99,2451.86,2473.89,2502.68,2306.53,2190.14,2107.45
Lrrc15,1,1,2,1,0,0,1.99,0.62,1,1,0,3
Caly,55,51.01,54,56.75,55,53,49,55,57,49,64,58
Setbp1,561.91,561.43,481.24,550.44,519.53,548.74,577.82,466.95,549.37,550.99,483.24,503.7
Tasor2,2178.2,2203.61,1960.42,2189.41,2134.78,2142.78,2132.03,2041.05,2121.87,2139.21,1924.59,1988.3
Zdhhc5,2060,2046.35,2088.99,2229.99,2274.79,2149.91,2013.27,1988.83,1958.84,2254.21,2080.39,2144.72
Elk1,1054.13,1096.46,1078.53,976.43,1051.6,1016.71,1123.13,1094.3,1120.39,1071.48,1087.12,1074.64
Pi4ka,4932.14,5059.83,5292.02,4763.08,5023.97,4797.97,4898.27,4855.74,4804.25,4963.8,5293.85,5219.1
Kmt2e,2196.84,2199.04,2226.1,2200.24,2264.64,2334.15,2487.31,2463.38,2461.45,2059.11,2099.11,2192.25
Pemt,65.89,59.24,60.97,53.72,66.58,87.62,51.81,58.35,50.88,48.12,54.53,54.84
Gm4846,0,0,0,0,0,0,0,0,0,0.92,0,0
Polr2f,1004.89,1038.39,1234.21,960.52,752.46,918.5,1014.77,1012.36,1019.74,990.59,1009.01,935.12
Dnajc22,3,2,1,0,0,2,1,1,0,1,2,0
Col1a2,93.98,78.99,86.98,48.98,33,33.99,284.93,244.97,262.97,121.97,137,117.85
Ipo8,2721.36,2612.06,2430.81,2602.65,2663.35,2704.25,2557.73,2665.51,2703.62,2684,2548.91,2533.16
Gm10696,1,0,0,0,0,1,0,0,0,0,0,1
Prmt3,1481.98,1461.7,1343.01,1395.56,1489.9,1488.92,1402.85,1350.83,1321.39,1456.9,1466.67,1396.18
Mgat4c,6.66,3.18,8.37,3.23,6.94,7.67,3.12,5.16,6.13,5.34,3.97,2.5
Cpm,83.13,52.03,51.6,85.29,78.11,100.64,65.97,68,62.76,101.85,89.19,84.32
Gbgt1,6,14.99,8.61,8,4,6,8.8,10,9,2,6,7.01
Bst2,38.98,42,29,21.94,20,23,25,21,21,8,12,11
Vldlr,1427.69,1388.82,1360.09,1371.25,1502.2,1419.55,1343.62,1412.29,1466.8,1489.4,1438.76,1436.87
Zfand2b,159.8,152.97,189.98,158.13,145,150,178.99,163.99,168.79,146.99,164.01,173.96
Tm9sf2,3900.93,3870.39,3426.99,3855.03,4095.48,4020.07,3642.51,3722.9,3613.34,3805.63,3618.5,3727.71
Cd300e,0,0,0,0,2,0,0,1,0,0,0,0
Cep95,406.7,421.55,375.99,411.04,371.63,353.64,446.78,477.65,441.66,366.63,413.69,404.33
Pdcd2,294,307.66,295.75,324.03,326.58,285.96,293.98,318.97,299.99,277.98,291.38,335.3
Snx14,1038.62,1089.19,936.92,982.36,1030.94,1013.8,1125.24,1081.56,1111.05,964.31,1007.13,1003.35
Timm17b,738.81,721.73,794.17,682.65,692.12,649.62,698.78,774.1,746.02,783.64,828.98,790.89
Mrpl47,479.74,472.94,423.94,451,448.99,453.99,422.13,435.63,451.15,436.94,441.98,464.05
Frs3,114,106,137.19,115.69,113.98,129,154,148,152,131.99,127.16,129.99
Aurkb,2161.06,2267,2308.96,2235.72,2206.02,2161.87,2073.63,1998.24,1940.65,2150.17,2306.09,2238.74
Hspa2,194.92,251.12,248.48,238.24,226.03,232.69,265.77,265.25,221.96,240.07,247.23,217.98
Fbxo8,856.22,848.25,774.01,862.3,948.77,861.57,961.5,1027.88,1037.76,883.97,834.1,830.95
Adamts12,5.04,4.27,2.77,4.99,4,3.01,22.92,10,11.99,9.97,11.99,6.71
Mynn,801.91,873.68,762.46,777.74,805.71,802.5,932.96,888.72,867.78,798.3,773.55,811.41
Slc1a7,6.69,5.78,1.37,4.23,5.45,5.68,7.6,6.88,7.08,6.72,3.88,1.34
Trpv5,0,0,0,0,0,0,0,1,0,0,0,0
Vma21,2696.54,2700.67,2041.74,2722.31,2681.6,2769.64,2405.04,2516.88,2486.24,2810.29,2280.9,2303.82
Alpk2,0,0,0,0,0,1,0,0,0,0,0,0
Dtx2,351.97,357.67,424.66,363.91,406.97,374.99,357.98,363.95,341.06,339.97,411.98,376.63
Rilp,3,5,4,6,10,6,5.96,8,5.14,2,4,5
Rab3gap2,4977.75,5023.99,4659.5,5313.98,5376.35,5336.55,4405.31,4467.73,4495.1,4901.01,4986.44,4916.3
Hsd17b14,2,0,1.95,1,0,4,0,1.99,0,0,0,2
Rapsn,3,0,3,1,2,2,1,0.99,3,4,2,1
Fmc1,190,242.99,237,214.96,178,219.12,260,231,205.95,235.99,224,215
LOC115490385,6.02,13.25,10.57,13.05,13.01,8.03,14.07,10.28,11,16.04,10.03,12.01
Tmem192,175.05,162.99,178.95,229.99,206,195.97,155,152,159,217.9,217,200.91
Oprd1,0,3.25,0,2.96,1.03,2.02,0.88,0.9,0.96,1.05,2.01,0
Ube2t,580.65,526.32,617.99,589.1,613,607.89,564.55,562.98,528.59,636.92,639.86,588.93
Adamts15,7.74,14,13.99,25.04,14.35,16.21,18.65,11,23.17,13.53,16.33,10.32
Pofut2,779.02,732.05,908.96,805.99,828.1,790.89,769.01,757.99,731.92,718,793.84,845
Rnase6,3.97,3.97,0,3,1,1,0,0,0,1.88,0.91,0
Fbxl7,79.9,80.98,66.99,79.89,93.95,90.98,59.73,82.75,61.2,77.96,75.77,96.69
Trpv3,2,8,7,12,3,10,3.93,8,5.05,4.99,7,2.96
Ccdc106,171.57,183.99,184.56,246.84,243.93,219,149,158.5,138.09,273.92,261.03,293
Nudt15,227.99,188.82,205.95,219.86,219.71,220.5,231.91,246.44,241.01,227.9,192.01,217
6-Sep,659.37,723.66,780.89,646.75,723.83,715.98,716.43,742.95,708.09,731.7,749.59,714.15
Drd1,3.98,3,5.96,5.98,6,5,6,7.97,2,5,5,1
Snrnp40,1704.32,1724.99,1709.27,1622.61,1810.76,1727.46,1650.38,1648,1622.99,1571.69,1734.29,1745.13
Dcaf12,2019.83,2061.52,2082.28,2052.81,2073.95,2055.24,2215.46,2166.3,2180.49,1941.89,2135.87,2136.34
Dhx35,586.01,601.93,703.49,585.45,578.9,616.65,681.96,645.94,650.95,618.98,620.99,660.99
Trat1,35,26.36,13.14,35.72,21.55,22.93,31.17,22.05,34.92,30.29,16.24,16.49
Psmc4,2837.98,2902.06,3002.1,2728.51,2761.92,2612.03,2637.58,2628.93,2558.85,2715.33,2919.64,2940.51
Gng11,5,5,2.99,3,3.03,0,2,6,3,2,0,3
Gpr19,903.3,821.14,951.08,766.75,798.17,802.43,952.64,889.8,904.92,874.83,813.02,854.53
Spryd4,224.88,234,193,219.86,250,209.03,217.91,220.61,232,210.91,248.82,270
Ahsa1,3148.9,3268.13,3467.8,3247.5,3091.83,3115.59,3055.22,3101.33,2887.75,3110.41,3264.82,3336.69
Ccdc105,1,0.99,0,0,0,0,1,0,0,0,0.99,3
Cldn19,0,0,0,1,3,0,0,1.89,1,3,1,2
Nr1h2,649.06,662.56,823.99,689.62,697.99,703.74,754.9,707.1,715.78,647.86,801.34,725.35
Osbpl10,512.89,521.33,558.26,494.06,482.69,497.2,514.91,513.85,497.33,527.56,528.48,503.96
Tsga13,2.01,6,3.99,2.89,7,2,2,6,6,17,10,8
Kcna5,2.05,4.23,5.1,1.6,1.02,0,2.05,4.07,2.36,0,0,0
Gm4924,205.6,225.29,225.47,223.38,218.77,221.38,216.72,234.94,249.19,230.2,204.34,245.13
Gsn,2282.12,2389.98,2636.17,1961.22,1940.89,1966.29,2576.85,2556.73,2617.57,2096.7,2274.5,2301.57
Casp8,59.99,44.5,50.89,51.99,39.86,33.83,44.39,50.45,39,40.59,51.88,34
Mrpl39,1242.77,1290.66,1301.74,1276.36,1296.17,1263.89,1250.25,1232.52,1299.84,1264.51,1269.31,1208.07
Shisa7,2630.02,2624.24,3084.75,2570.64,2679.21,2444.88,2715.04,2641.18,2630.92,2685.59,2954.46,2927.61
Hpca,18.26,18.67,16.14,11.2,12.95,14.26,18.15,29.18,19.32,15.59,20.76,16.31
Glrx2,1077.84,1058.39,948.35,1033.65,1012.47,973.31,1112.04,1092.55,1064.1,1016.92,906.53,954.01
Nubpl,123.98,118,129,126.99,99.99,126.77,158.97,126.95,144,120.79,100.89,99.97
4930444P10Rik,2.03,8.4,0,3,3.01,2,2.11,3,4,6,5.35,2.03
Obox6,0,0,0,0,0,1,0,0,0,0,0,0
Foxd4,0,0.99,1,0.98,0,0,0,1,0,0,0,1
Lsm2,1122.44,1137.08,1196.74,1052.89,1077.14,1079.33,1004.98,981.23,939.81,1108.9,1153.1,1202.48
Arhgap4,37.99,33.69,8,25,9,22,35,25.81,38,24,29,25.99
Antxr2,155.66,158.44,167.45,163.83,178.8,168.65,201.81,183.87,169.77,148.87,153.59,147.57
Lrfn1,444.59,439.08,515.31,500.99,488,494.99,402,399.8,430.66,498.81,516.22,519.67
Hdac10,227.92,290.99,349.9,278.89,276.11,273.89,275.11,272.21,276.98,310,316.98,293.96
Lsm11,657.47,678.83,680.94,608.58,604.98,613.61,616.09,593.69,568.69,589.16,657.71,655.83
Pcdhac2,982.27,944.05,895.61,895.93,967.61,859.38,892.91,921.01,816.38,1010.65,1020.55,1003.17
Sec24b,2095.03,1971.12,2241.12,2105.52,2107.65,2211.84,1957.44,1966,2069.96,2083.38,2185.17,2005.68
Pacrgl,121.97,133.04,141.99,149.94,146.89,140,158.58,153.34,148,151.97,160.78,170.99
Plekhg1,14.96,32.66,22.03,45.57,51.07,44.92,23.9,21.04,13.94,29.06,28.01,25.85
Pcdhga11,1249.68,1217.56,1322.65,1521.73,1513.02,1479.6,1606.85,1508.75,1448.18,1728.86,1620.3,1696.95
Plekhs1,0,0,0,1,0,0,0,0,0,0,3,0
Dlgap3,654.63,608.98,710.72,585.9,557.83,574.45,599.98,617.26,632.97,618.9,728.02,642.86
Trim55,1,0,0,0,0,0,2,0,1,0,0,0
Rmdn1,273.85,282.57,230.73,288.84,240.63,289.94,291.17,325.11,311.02,294.94,263.93,297.53
Denr,1291.06,1313.66,1253.99,1309.54,1396.2,1337.47,1233.69,1318.32,1230.04,1348.03,1285.08,1336.26
Ppp2r5d,3774.78,3558.76,3962.51,3461.46,3756.69,3781.84,3576.93,3612.28,3474.07,3757.41,3931.12,3995.5
Map7d2,1149.59,1116.71,1104.51,1225.26,1275.92,1253.34,1220.92,1174.67,1263.31,1256.21,1287.23,1312.88
Dcdc2b,37,28,29,39.12,21.89,37,28.62,38,49.05,28.62,35.99,32.5
Gm21304,0,0.15,0,0,0,0,0,0,0,0,0,0
Itgav,6025.33,6175.88,5104.09,6389.11,6391.78,6747.24,4287.25,4442.16,4526.19,4861.95,4196.46,4127.6
Mark4,1269.71,1199.92,1337.14,1300.13,1337.24,1320.95,1319.12,1163.21,1196.08,1287.28,1360.92,1347.66
Hoxa2,0,1,0,0,0,0,0,0,0,0,3,0
Tmc4,64.99,55.12,72.95,52,46.13,45.99,66.02,67,62,52,54.83,50.97
Cfap70,0,2,1,0,0,0,2,0,1,0,1,0
Spata48,1,1,0,0,2,0,2,2,0,1,0,0
Rhot1,2039.81,2120.68,1779.61,2031.39,2056.64,2047.96,1951.7,2011.4,1986.77,2014.45,1946.1,2017.28
Smyd1,10,9.99,14,13,11,18.99,15,15.73,12,14,12,26.18
Cd55,17.7,11.07,13.27,17.56,20.47,23.51,14.01,21.76,22.41,24.57,18.09,10.71
Lrmp,41.98,61.98,47.81,38.1,62,44.86,57.99,43.98,54.99,39.99,51.88,40
Npvf,5,0,2,4,3,4,3,1,1,3,5,1
Stn1,284.2,250.45,285.7,275.96,300.89,310.97,254.98,302,249.96,306.86,329.15,295
Habp4,604.95,619.92,633.91,605.68,590.3,597.2,652.39,649.07,617.98,657.24,676.96,714.98
Tecpr1,854.62,895.85,1040.99,899.92,871.92,936.24,972.92,1011.98,1009.27,932.2,985.13,881.49
Pxmp2,76.99,78.64,91,72,94,89,76.99,84.08,73,66.1,97,94.99
Prag1,410.36,426.99,447.59,474.1,506.24,476.57,505.51,465.97,464.76,417.93,487.48,505.84
Zfp719,425.11,503.94,428.98,403.95,427.97,449.94,452.27,479.85,478.17,413.93,411.04,447.64
Ddx10,666.35,658.15,636.92,646.45,686.08,632.23,638.7,603.81,633.06,638.58,627.83,631.23
H2-DMa,107.97,124.23,124.31,138.3,129.28,131.88,123.85,121.78,117.81,123.28,151.69,109.15
Raver1,3991.44,4131,4246.97,4181.9,4408.8,4256.93,3968.96,3642.19,3791.64,4013.36,4197.99,4341.44
Psmb5,2127.83,2035.87,2371.98,2179.93,2065.96,2072,2175.93,2205.99,2028.78,2055.43,2248.98,2285.04
Rgcc,1084.84,935.99,965.21,855,792.34,768.06,1279.87,1283.35,1285.88,894.57,898.44,913.96
Adgra1,180.15,155,199.76,231.32,248.58,219.07,160.98,148.42,161.7,189.99,203.81,202.26
Grik5,2685.09,2709.36,3243.69,2755.86,2790.45,2757.89,2927.25,2970.22,2856.7,2661.1,2904.26,2930.05
Krt14,0,0,0,0.99,0.99,1,0,0,0,1,1,0
BC024139,0,0.99,0,0,1.86,0,1.76,0,2.1,0,0,0
Gm35060,6.62,6,7,7.79,6,5.99,3,6,7.8,6,5,3
Pros1,815.04,850.88,720.84,737.52,691.75,745.94,758,787.85,804.93,709.19,704.9,695.95
Cnr2,15.23,19.51,9.45,13.35,6.26,12.66,10.74,10.4,10.74,10.49,2.63,4.9
Gys1,946.03,915.81,1021.96,948.94,961.18,874.93,1058.32,972.13,963.76,903.57,1031.65,1012.88
Tlcd1,178.08,171.52,235.16,180.1,170.28,181.8,227.56,217.53,225.11,196.16,200.55,143.13
Cbx5,15771.76,16156.68,14456.64,15246.94,15821.67,16050.31,16023.21,15780.2,16408.5,16110.99,15432.34,15276.08
Spata2l,41,39.99,51,47.59,34,32,47.97,62,52.97,58,55.99,42.99
Sox7,1,1,3,3.38,1.03,0,1,0,3.03,1.31,2.05,2.05
Rab27a,63.92,43.3,56.46,65.17,68.12,54.54,41.21,42.74,31.39,86.47,77.19,63.29
Ddx60,33.87,43.72,24.99,39.94,24.99,30.99,26,28.99,20,39.89,34.99,22.92
Dync1i2,3445.61,3219.19,2915.17,3308.51,3269.7,3272.96,3321.29,3187.28,3269.91,3265.65,3053.52,3129.4
Vmn2r87,1,1,2,2.98,1,1.33,0,5.27,1.42,5,0,2
Tbl3,1399.91,1399.84,1515.42,1361.84,1390.54,1352.91,1266.41,1237.98,1296.5,1305.63,1428.75,1417.97
Zfp358,604.96,549.72,617.96,549.95,556.45,538.6,663.1,600.99,637.99,551.95,632.79,646.98
Ltbp3,674.49,635.84,838.98,726.96,779.64,736.21,781.1,739.94,722.79,688.08,766.68,783.93
Slc43a3,8,10.99,7,11,4,1,10,3,5,9,2,6.97
Enah,6384.34,6480.18,6056.33,6429.96,6341.64,6634.26,7002.19,7041.41,7145.28,6484.21,6083.53,6028.14
Samsn1,7.99,11,2,6,6,2,4,4.28,4,6,2,4
Mex3a,1693.9,1614.09,1683.68,1538.34,1628.19,1546.79,1671.67,1709.36,1737.13,1645.8,1503.44,1467.28
Tmem56,506.35,548.98,439.15,600.39,564.96,564.7,483.7,480.79,462.22,594.97,514.21,532.63
Gpr179,97,97.27,94.01,98.97,103,101.89,130.04,112.97,112.99,89.99,124.98,89.98
Srp72,3160.61,3237.87,3110.96,3223.29,3319.79,3187.6,3202.87,3120.39,3124.16,3159.28,3186.98,3214.86
Xk,628.81,589.98,539.82,589.98,597.34,660.22,502.27,553.07,562.74,585.89,530.9,632.67
Nupr1,5,7,5,4,4.99,3,2,5,7,8,1,2.99
Nsg1,3758.24,3596.53,3930.21,3715.83,3804.87,3743.71,3507.76,3543.43,3375.35,4059.74,4167.93,4047.06
Atg14,314.91,325.97,321.94,267.98,294.99,270.77,346.81,345.75,365.96,277.02,294.2,312.92
Sap18b,2031.69,2001.99,1880.85,2043.19,1999.86,1997.24,1975.65,1897.76,1901.35,1938.1,2040.29,1999.74
6720489N17Rik,376.43,366.11,359.03,406.73,382.06,416.6,348.05,382.04,427.12,436.14,414.12,429.4
Heca,923.83,956.97,797.39,918.04,954.54,921.45,936.96,983.54,893.78,949.07,827.62,863.85
Pcdhgc4,809.73,867.9,805.9,913.43,832.71,901.28,733.96,757.19,749.44,832.86,834.07,913.93
Ltbr,451.98,432.96,496.95,396.94,407.79,414.99,465.98,439.97,424.84,409.99,481.14,485.99
Eya4,179.98,157.66,145.99,201.21,180.02,160.96,163.84,163.99,174.98,159.91,156.98,153.81
Kmt5a,3826.41,3724.39,3445.16,3963.6,4088.44,3888,3342.76,3400.73,3207.24,3716.54,3609.74,3734.93
Lonrf2,1467.62,1532.77,1488.04,1492.31,1507.16,1546.25,1469.7,1455.3,1477.36,1615.62,1614.77,1553.01
Cel,2,0,2,0,3,2.28,2,0,0,2,2,1
F2rl2,0,1,0,0.99,1.14,1.25,2.61,0,0.99,2.03,0,0.18
Zmym6,831.58,948.77,838.39,845.29,808.65,829.3,1031.97,975.72,1058.97,831.28,929.65,932.34
Lyl1,21.56,27,5,11,12,7.99,18,13,9,10,11,2
Sh3bgrl,3228.26,3137.98,2543.57,3085.63,3140.87,3056.99,3054.7,3243.42,3164.65,3133.96,2783.99,2794.83
Ubap2l,5815.74,5729.3,6170.64,5663.9,5836.11,5835.07,5603.37,5501.69,5487.12,5823.34,6083.52,6136.75
LOC115489888,49.71,7.47,20.81,48.47,37.75,26.96,24.07,34.3,25.36,25.81,41.63,55.05
4931428F04Rik,747.13,680.32,892.1,717.52,777.98,720.39,873.09,883.8,872.82,741.69,771.73,696.92
Mdp1,1035.09,971.06,971.76,1023.04,1003.8,985.96,1050.1,987.45,986.14,964.66,1036.79,1006.35
Prex2,33.1,33.54,20.36,38.64,50.89,37.43,48.25,37.95,34.46,44.16,32.37,51.47
Lyz2,7130.65,7139.25,8249.23,4901.81,4794.38,4880.72,7314.02,6913.03,6919,1155.81,1194.64,1198.38
Cyb5r1,148.48,156,152.78,116.33,150.22,155.22,157.54,146.2,157.81,142.88,122.37,133.72
Arglu1,2730.52,2633.76,2298.97,2748.42,2549.33,2657.77,2530.23,2587.32,2783.44,2575.58,2563.46,2378.92
Gm13271,0,0,0,2.75,0,0,0,1.47,0,0,2.01,0
Myl4,9.04,10.1,6.15,10.03,4,6.05,15.17,5.08,7.04,10.01,11.03,4.05
BC030867,481.97,465.99,496.99,441.32,497.28,454,376.84,394.56,358.04,440.95,463.83,469.97
Ncdn,1858.67,1761.11,2017.59,1998.28,2143.42,2065.84,1950.2,1860.46,1733.29,2029.85,2171.36,2172.01
Frem2,58.87,44.18,45.99,58.85,58.74,50.18,51.63,61.79,52.06,54.35,46.5,40.01
Abca5,502.46,489.78,363.37,473.82,506.01,536.76,504.14,467.61,506.75,534.92,466.79,423.8
Fam234b,2403.86,2308.58,2347.75,2356.08,2544.67,2325.84,2383.17,2348.69,2286.11,2528.16,2568.11,2496.8
Enox2,214.69,212.97,224.96,219.57,204.98,178.82,216.83,264.71,260.97,214.99,202.95,222.97
Syndig1,36.97,27,42,44.99,34.99,45.99,27,17,21,29.98,35.93,42
Ptgis,1,3,2,4,3,6.85,2,1,1,9,7,8
Trir,1870.45,1708.94,1920.84,1790.41,1722.94,1652.86,1734.45,1746.75,1687.28,1698.64,1785.74,1813.24
Tub,12038.17,12425.26,13291.24,12866.19,13007.32,13344.68,11462.09,11342.78,11544.21,13054.53,14174,13799.02
Stra6l,19.94,34.85,26,10.98,33,33.98,39,24,29.99,3,2,4
Crk,4889.71,4839.7,4413.71,4601.43,4850.19,4732.94,4519.07,4568.54,4780.64,4748.41,4586.81,4704.85
Tex11,0,1,1,0,0,1,1,0,0,0,1,0.99
Cysltr1,7.99,9,3,4,1,4,7.99,1.96,2,0,3.11,0
Mfsd14b,1764.78,1725.9,1352.15,1725.58,1821.73,1792.42,1567.37,1722.02,1612.2,1739.67,1598.16,1600.58
Ankrd23,55.98,60.01,80.99,55.97,67,43,59,61.99,53.65,55,46,63
Frs2,1016.73,978.72,952.74,987.85,989.1,1021.73,1126.88,1010.38,1089.73,930.32,920.34,984.71
Abhd5,657.96,624.97,552.06,602.47,664.09,640.96,598.82,616.3,608.16,577.01,545.7,581.96
Shh,3.85,1,2,1,0,0,1,2,1,1,0,2
