gene_symbol,read_count_CGctx1,read_count_CGctx2,read_count_CGctx3,read_count_CGhp1,read_count_CGhp2,read_count_CGhp3,read_count_PGctx1,read_count_PGctx2,read_count_PGctx3,read_count_PGhp1,read_count_PGhp2,read_count_PGhp3
Ppp1r14c,2719.86,2809.65,2473.41,2668.74,2783.52,2730.98,2770.23,2878.53,2855.52,2810.46,2568.37,2683.27
Mroh9,1,0,0,0,0,0,0,0,0,0,1,0
Rlbp1,5942.97,5723.55,6315.12,5650.06,6075.8,5874.05,6114.11,6050.38,5942.17,6054.79,6276.56,6118.62
Atp6v1e2,0,0,0,0,0,0,0,0,0,1,0,0
Ppp2r2d,1553.16,1580.59,1376.25,1600.03,1622.59,1640.96,1488.59,1488.02,1382.22,1544.65,1392.27,1595.95
Gm14428,10.02,4.09,2.02,2,4.33,2.02,5.49,19.29,6.9,5.6,5.05,4.85
Rhox3g,0,0,0,1,0,0,0,0,0,0,0,0
Hspa12b,23.99,21,29,26,22,29,25.96,25,24,42,41,30.94
Rhbdd1,326.28,313.49,325.31,299.76,333.41,315.04,320.61,322.28,286.48,328.51,294.42,319.28
Insr,2083.21,2008.02,1964.92,2284.59,2267.56,2369.24,1925.61,2009.27,1910.37,2312.35,2274.25,2234.49
Ocstamp,1,0,0,0,0,0,0,0,0,0.93,0,0
Polr3e,897.8,896.97,911.67,927.94,943.52,951.21,862,866.89,839.44,875.7,995.57,968.3
Ces2f,26.08,21.32,34.28,28.71,37.66,34.96,39.41,29.75,42.54,40.79,36.41,31.94
Cct4,6923.56,7072.32,6442.33,6547.73,6768.74,6576.02,6517.73,6809.54,6558.87,6511.67,6271.87,6443.68
Pmel,516.2,527.78,610.12,413.04,388.99,374.7,627.03,582.16,602.73,442.19,403,476.02
Ppa2,759.9,769.66,760.75,729.5,737.92,655.78,744.99,745.98,725.86,773.72,735.46,735.98
H4c9,205.61,163.96,218.47,193.65,161.46,184.41,206.94,190.86,200,161.73,143.89,183.08
LOC115488283,0,5.94,2.44,2.13,9.99,1.43,2.39,1.14,5.14,3.89,1.77,3.35
Vtn,4,8,0,6.99,0,2,5,9,16,1,4,2
Colq,0,0,0,0,1,0,0,2,0,0,1.86,0
Elf5,0,0,0,0,0,1,0,0,1,0,0,0
Ceacam18,0,0,0,0,0,0,0,1,0,0,1,0
Mpp5,1152.66,1144.09,885.13,1034.9,1077.28,1163.16,1123.58,1199.84,1268.86,1065.64,939.78,977.04
LOC102641031,0,0,0,0,0,0,0,0,0,0.02,0,0
Zfp51,181.29,204.19,168.87,189.79,190.37,181.46,213.93,240.32,202.39,199.17,182.44,208.28
Mafa,3,3,1,4,1,1,2,4,1,0,1,0
Ascl4,8,3,4,8.91,6,3,9.99,7.68,4,5,1,5.97
Ampd3,462.82,474.1,456.51,383.81,447.88,438.43,629.91,651.74,639.42,402.04,467.27,392.25
Otud6b,1708.62,1699.83,1632.4,1730.33,1839.4,1882.41,1612.67,1688.87,1671.11,1803.84,1691.9,1830.94
Tmem28,85.97,76,97,61.94,83,73.94,78,86.06,96,74.91,82.67,69
Rimbp2,288.48,285.85,420.49,268.27,312.54,295.93,298.05,298.87,327.99,338.41,343.73,347.44
Mcf2l,398.92,395.96,421.16,528.14,524.97,484.79,444.43,460.97,408.47,526.86,531.37,524.93
Pon3,139.52,130.76,109.91,109.12,114.51,137.87,121.24,141.42,126.54,74.13,74.95,74.29
Wee1,1198.81,1112.75,1122.41,1149.09,1189,1163.5,963.48,1010.31,990.79,1173.97,1249.66,1191.19
Zfp975,127.04,149.43,90.28,125.2,150.4,133.52,156.31,166.37,152.22,128.35,128.87,156.87
Snorc,0,0,2,0,0,0,0,0,0,1,0,0
Acaa2,314.61,279.56,330.99,238.98,277.85,228.44,339.25,359.77,368.81,232.58,259.85,248.14
Sstr3,4.11,3,3.99,8,3,3,6,4,3,5.02,4.96,7.99
Cnnm2,402.18,361.08,409.85,362.17,403.42,334.35,393.41,329.4,362.17,353.16,431.69,365.86
Nr4a3,163.97,162.29,163.17,203.74,195.42,204.39,182.84,167.98,179.83,186.04,155.4,168.87
Hspe1,2853.21,2691.8,3155.81,3039.39,2634.52,2760.39,2757.18,2797.94,2675.33,2702.1,2752.05,2690.9
Il15,5,3,2,3,2,2,1,7.99,5,3,1,0
LOC100861727,109.78,121.5,113.55,162.55,125.71,175.6,130.8,114.87,136.65,147.24,162.85,130.47
Etfb,678.99,607,738.36,674.98,616,590.97,680.97,680.55,663.96,618.84,673.76,588.99
Taf9b,1424.35,1314.53,1304.76,1365.19,1473.09,1422.71,1388.83,1380.7,1354.82,1627.35,1478.82,1478.56
Uqcrc2,3809.94,3772.13,3511.42,3642.38,3721.27,3817.7,3654.99,3683.52,3799.75,3530.14,3659.65,3826
Tatdn3,101,94.99,121.95,114.95,111,97,127.14,125.09,149.7,95,118.97,123
Kcnmb4,391.66,376.59,435.91,380.6,428.32,371.44,381.36,372.31,386.4,451.08,511.66,477.63
Pot1b,688.62,706.01,728.97,703.1,723.88,669.41,724.2,746.57,831.76,679.65,739.97,673.42
Ezh2,3752.21,3648,3417.45,3852.81,3844.3,3881.55,3523.11,3551.13,3514.81,3594.28,3806.4,3636.28
Cnpy3,932.98,849.79,974.56,972.41,911.23,904.53,816.85,820.02,820.7,934.45,1040.03,1039.74
Xab2,1159.44,1129.94,1306.95,1161.8,1107.03,1120.8,1201.82,1201.12,1145.79,1088.96,1214.25,1280.12
Hsd3b3,4.78,2.1,3.05,1.97,5.09,7.55,2.8,3.07,4.58,14.72,15.1,6.63
Tmem271,242,261,259.89,242,295.82,267.97,201.97,226,233,296.99,307.56,290
Galr3,1,1,0,0,0,0,0,0,1,0,0,0
Zcrb1,889.82,886.42,747.03,918.47,868.98,908.73,897.05,873.39,824.95,876.94,811.07,867.96
Dnlz,1001.61,969.24,1191.01,981.34,959.32,965.25,1081.8,1016.72,1011.96,1049.7,1107.52,1107.74
Robo1,586.51,590.47,595.1,594.03,549.7,605.91,525.12,533.56,518.02,626.54,592.78,599.67
Fam177a,150.12,608.77,445.98,690.62,634.1,228.92,362.99,247.28,585.07,376.11,466.83,541.58
Mst1r,7,2,2.66,4.65,4,0,2,1,4,1,2,0
Repin1,959.04,904.07,993.83,869.81,880.56,834.07,1151.83,1005.92,1073.97,945.26,993.12,933.63
Cp,25.47,20.17,19.99,20.23,12.23,22.15,18.36,41.64,29.73,32.42,29.36,17.89
Cdc25a,1233.1,1278.4,1178.82,1242.62,1261.37,1254.13,1010.76,1090.16,1002.55,1211.21,1170.99,1141.59
Pglyrp1,0,2,1,0,1,1,0,0,0,0,4,2
Rev1,1250.79,1211.51,1224.87,1218.6,1274.79,1351.84,1138.97,1134.46,1245.34,1195.77,1189.9,1282.66
Smim19,250.08,242.28,233.33,226.76,255.86,207.61,247.4,258.81,236.65,218.86,224.76,231.77
Map7d1,2882.55,2792.3,3136.35,2770.98,2803.57,2689.89,2891.14,2885.62,2839.43,2641.6,2915.78,2835.92
Eny2,1960.75,1977.23,1803.65,2027.32,1950.87,2035.02,1873.65,1902.71,1891.42,2015.32,1880.84,1831.74
Ube3c,2744.18,2594.6,2610.02,2803.29,2833.16,2810.76,2577.8,2625.71,2516.05,2692.45,2649.03,2857.8
Gm11127,6.18,2.45,1.86,0,3.67,4.96,1.22,5.29,1.77,4.41,0.46,0
Mapk14,1831.47,1849.44,1846.88,1784.72,1850.79,1696.29,1642.45,1677.29,1690.74,1768.43,1864.75,1738.23
Eno2,263.92,259.34,288.05,281.53,314.94,289.68,248.99,235.52,263.56,303.88,284.24,294.28
Gm12500,1.23,2.48,7.31,7.16,6.1,4.79,0,4.83,2.42,4.78,7.17,4.93
Flt3l,24,28,36.93,32.99,33.99,27,27.99,36.99,31,23.33,43.99,44.93
Tmprss11a,0,0,0,0,0,0,0,0,0,1,0,0
Faap24,319,337.89,342.95,364.2,370.93,344.93,325.01,308.98,316.94,324.11,347.96,376.96
Naa40,1783.96,1710.17,1871.96,1690.64,1747.17,1780.46,1714.58,1656.39,1642.6,1784.06,1850.86,1941.68
Stx5a,935.07,866.87,967.91,891.42,877.33,810.67,1022.82,1035.3,1064.19,930.5,940.98,953.67
Gng12,14175.08,13705.82,12148.68,14646.36,14942.82,14434.49,14140.23,14094.24,14086.57,13941.66,13004.64,13077.55
Tec,36.99,50,27,33.98,42.99,38.99,45.99,39.25,56,26.94,22,23
Gm42049,4.37,5.43,7.37,0,14.4,18.84,26.27,8.22,0,7,0,0
Cux1,2868.22,2828.65,2929.39,2860.57,2911.34,2746.9,3055.86,2923.06,2786.04,2754.91,2839.85,2750.22
Lpcat2,132.98,107,53,121.99,90.88,93,75.98,55,49.96,137.96,112.01,108.94
Ythdf2,2364.16,2324.93,2168.69,2267.92,2318.53,2275.73,2252.51,2289.39,2256.42,2185.7,2290.46,2269.51
Vipas39,1251.74,1231.04,1294.77,1164.24,1233.8,1144.93,1366.63,1362.99,1297.53,1237.36,1232.43,1253.18
Ano6,1775.84,1745.16,1857.86,1840.88,1800.03,1816.36,1611.53,1595.43,1537.92,1789.29,1726.3,1752.92
Pcdhga6,416.79,447.45,484.25,494.05,490.92,518.88,527.68,554.36,545.78,548.03,510.31,553.91
Albfm1,1,0,0,0,0,0,0,0,2,0,0,0
Syp,705.22,735.23,790.99,708.97,756.57,746.97,713.47,765.49,783.94,775.31,800.51,792.99
Klhl24,1330.37,1329.74,1107.09,1234.76,1260.19,1302.76,1704.93,1819.32,1840.9,1259.28,1210.44,1243.91
Pcdha9,58.3,109.89,70.56,120.97,115.82,111.71,74.91,48.28,68.65,108.97,117.3,114.91
Mpzl1,3097.26,3263.38,3157.95,3409.87,3373.97,3397.9,3645.46,3660.05,3678.69,3212.8,3356.21,3314.21
Zfp239,620.58,647.47,608.1,603.08,596.31,657.7,587.69,633.47,607.01,592.45,605.11,648
Pcsk1,7.69,4.97,8,10.99,14.99,14.48,5.83,3,1,13,6,7
Selenop,1183.5,1187.9,695.12,662.9,528.94,505.72,910.64,907.21,894.82,249.93,216.92,153.83
Ndufb11,1734.86,1794.1,1953.6,1732.41,1587.02,1736.59,1959.63,1738.37,1795.7,1740.14,1746.53,1776.52
Sema3b,9.96,4,1,7,5,8,6,2,4,14,11.91,14
Gm6583,1,1,1,1.04,1,0,1.05,1.98,0,1,2.19,0
Ncbp2,2435.89,2457.7,2172.68,2286.97,2288.07,2263.11,2301.81,2239.27,2278.4,2454.88,2334.57,2376.03
Bphl,281.91,262.98,255,228.99,251.95,253.98,338.98,297.96,312.46,285,291.19,281.95
Gm17330,35.03,30.45,43.11,57.38,62.47,76.96,23.48,35.64,29.3,21.88,58.99,58.25
Pkd1l3,42.86,38.48,42.57,37.25,24.99,28.6,44.91,36.95,44.08,26.05,30.18,45.99
LOC108167321,17.32,13.2,9.34,14.68,5.16,14.11,14.99,2.96,0,13.65,17.97,9.25
Strip2,176.97,168.77,179.87,158.81,184.43,181.99,177.12,162.65,141.04,188.12,158.97,142.02
Tubgcp5,863.89,840.63,770.49,858.97,834.58,833.47,903.43,864.42,880.87,821.15,810.27,788.54
Xlr3c,0,6.03,0,0,5.74,0,0,4.9,0,0,0,0
Olfr5,0,2,0,0,0,0,0,0,1,0,0,0
Sac3d1,415.87,459.73,523,435.77,448.97,446,392.86,416.98,424.87,403.23,526.21,476.02
Defb45,0,0,0,0,0,0,0,0,0,0,0,1
Polr1b,1398.54,1475.05,1440.92,1430.16,1443.47,1459.96,1217.07,1257.44,1261.06,1442.03,1506.42,1461.04
Kcna10,0,0,1,2,0,7,2,0,0,1,0,1
Fuca2,411.67,402.76,342.02,396.56,450.75,378.25,451.98,411.78,404.38,407.7,384.52,397.27
Thbs4,57,32,56,42.99,43.94,54,33,43,34,43.94,56,54
Zfp438,98.97,115.99,103.99,105.95,102,108.9,98.18,109.99,107.99,107.97,105.81,99
Nup210,2799,2782.65,3054.07,2881.69,2956.59,2999.07,2595.46,2657.55,2578.99,2907.33,3146.97,3046.13
D11Wsu47e,353.18,368.11,375.87,331.07,312.82,297.98,328.71,325.94,342.91,331,371.93,348.93
Mzf1,67.99,71,87.67,78.87,71.99,86,103.12,95.19,94.91,81.98,81.99,69.8
1700030K09Rik,275.61,313.1,308.66,331.99,259.33,261.8,309.32,301.01,322.98,260.71,350.93,319.46
Cd52,25,32,15,21,19,13,16.45,14,19.87,4,5,4
Mafg,1904.77,1927.38,2065.68,1953.96,1957.66,1914.49,1815.37,1824.19,1923.17,1963.13,2087.99,2013.49
Gpr34,111.88,129,19.01,41.28,10.09,14.04,25.03,35.63,6.15,24.24,21.96,14.03
Rab5c,3940.78,3960.53,4247.69,3987.12,3937.12,3678.36,3855.22,3854.64,3800.22,4060.37,4324.63,4285.21
Samd14,1210.93,1317.38,1372.55,1248.25,1219.19,1268.28,1361.65,1367.19,1322.79,1351.8,1386.26,1468.69
Adhfe1,229.88,201,244.35,208.92,214.99,240.15,246.99,272.79,230.47,209.93,194.89,208.81
Cfap52,0,1.99,0,2,1,0,0.99,1,0,0,1,0
Gspt2,704.27,642.17,648.95,617.51,628.56,544.57,665.42,685.86,672.81,619.99,665.04,615.92
Ager,18,16,24,15.99,14,14,12,12.97,14,13.9,16,12
Acyp2,60.44,61.99,50.97,77,65.99,55.98,54.98,58,61.99,59,63.99,54.99
Alkbh3,350.09,409.96,455.88,431.11,368.8,361.88,360.8,394.07,414.18,407.56,417.88,389.08
Ggps1,1442.44,1395.52,1154.84,1356.94,1420.83,1398.48,1467.6,1475.34,1522.87,1386.37,1319.14,1333.23
LOC115490169,13.98,6,4,6.99,9,9.94,7,8,9,8.97,8.99,6
Grpel1,1076.65,989.81,1097.13,1055.74,971.73,974.79,1008.96,1048.84,986.44,1028.98,1098.47,1098.03
Kcnj8,0,0,0,0,0,0,0,1,0,0,1,0
Ppp2r3a,868.03,875.27,747.82,838.14,863.17,817.53,890.91,849.18,852.28,897.69,793.06,797.22
Mlf2,8194.56,8247.89,9152.63,8542.08,8398.97,8340.22,8462.25,8262.71,8032.05,8198.4,9151.65,9001.69
Zfp410,1331.95,1321.84,1327.79,1309.81,1244.85,1238.68,1341.5,1386.43,1438.77,1234.56,1345.71,1277.23
Ddias,1187.14,1258.11,1084.32,1243.18,1122.71,1145.95,1075.54,1002.71,983.91,1244.72,1191.15,1197.94
Ckap4,924.72,867.04,853.32,966.13,1032.89,954.11,903.69,934.54,884.73,911.72,992.74,1003.66
Trip13,776.01,824.97,764.34,821.69,801.31,793.6,693.91,663.22,626.86,809.85,798.03,795.05
Gas7,1939.76,1898,1916.62,2242.16,2203.07,2237.25,1738.75,1695.93,1690.05,2161.04,2288.28,2108.25
Pex14,748,764.85,875.81,701.46,774.8,757.85,736.98,737.69,731.98,755.91,847.97,834.98
Lypd6b,1,3,2.99,6,3,3,4,2.01,5,3,4,4
Fbxo6,161.97,155,156.91,188.1,168.05,190.49,158,196,190.98,180.95,193.26,172.96
Ccdc170,21.39,22.15,19.19,27.02,19.78,16.22,24.55,29.57,16.79,31.84,22.01,34.55
Celf6,33.05,31.19,35.24,28.16,24.92,30.69,32.55,37.44,34.49,27.12,22.38,26.07
Pate2,23.86,13.65,14,14,9,12.93,14.69,14.81,10.99,17,16,7
Kif15,2457.03,2572.98,2190.75,2483.85,2395.63,2523.28,2282.88,2170.31,2288.96,2406.89,2218.47,2279.58
A430057M04Rik,22.93,11.37,19.91,17.43,10.86,28.51,19.4,27,15.19,16.85,27.12,10.11
Pih1d1,702.72,715.15,801.9,789.04,698.2,752.5,757.73,774.9,782.09,736.34,805.76,821.38
Ube4b,3900.17,3853.61,3885.81,3875.25,3945.47,3901.7,3928.43,3834.46,3903.4,3797.87,3742.59,3773.94
Fam117b,1218.41,1170.98,1075.92,1237.42,1244.85,1276.21,1133.63,1130.27,1148.61,1175.01,1095.98,1171.84
Slc28a2,0,1,2,0,0,0,1,3,0,0,0,1.94
Rcn2,1416.4,1519.9,1259.29,1326.62,1375.39,1428.64,1384.08,1493.88,1404.05,1403.41,1300.2,1450.4
Ldlrad4,195.13,220.24,162.43,169.69,193.95,141.1,283.61,281.27,288.1,167.07,126.24,164.34
Sdr42e1,117.13,121,120,127.99,113,114.96,112.99,130.99,121.77,126.83,138,127
Med25,1964.27,1873.56,2170.28,1782.4,1801.62,1819.17,1912.38,1970.52,1957.15,1877.08,1927.74,1943.78
Tmem269,13.77,15.91,10.34,12.6,9.99,10.88,13.04,13.04,19.01,23,20.22,24.96
Axdnd1,1,2,2,2,2.97,2.45,5,1,7,1,6,0
Fbxw27,1,0,0,0,0,0,0,0,0,0,0,0
Gnat2,1,2,0,2,0,2,3,1,2,1.92,0,5
Gm36789,4.04,1.97,2.31,6.9,7.16,6,5.01,1,5,3,2,1
Rtbdn,20,18,9,12,5,11.01,24,14.97,17,20,17.21,19.76
Smyd2,1382.54,1417.11,1493.03,1448.63,1382.59,1368.91,1310.31,1263.99,1288.96,1425.02,1584.65,1477.98
Slc7a9,0,0,0,0,0,1,0,0,0,0,0,0
Bcat1,3176.18,3234.52,3298.48,3310.36,3500.25,3298.44,3108.51,3144.24,3209.92,3307.14,3387.48,3647.28
Col4a3,15.96,12.94,19,20.89,13.99,12.99,27.78,28.79,25.98,16.94,13.78,11
Retreg1,186.72,173.44,120.06,164.84,159.66,153.79,165.99,178.24,153.93,144.67,130.13,129.16
Slc26a10,8.31,3,3,1,3,3.79,9.22,2.26,4,3.88,4.97,3.88
Pik3r6,8.89,4,3,1.99,2,3,5,1,12,2,1,2
Zkscan17,1537.89,1534.98,1600.33,1555.97,1570.78,1538.64,1562.68,1512.01,1500.82,1557.87,1597.12,1581.61
Podn,17.34,21.44,27.95,25.3,27.24,28.23,12.38,17.11,9.18,25.01,21.22,27.13
Trcg1,2,0,0,0,0,0,0,0,1,1,0,0
Gm38702,31.96,14.85,20.25,13.88,27.85,21.45,17.86,17.87,14.46,15.15,32.98,12.07
Prg4,11.54,16.16,8.34,8.48,13.63,8.42,5.32,10.46,8.56,6.32,10.44,8.37
Chrna1,27.39,3.53,11.55,22.56,16.73,21.98,16.71,8.67,28.32,14.87,16.34,19.66
Vsig10l2,0,0,0,0,0,0,0,0,0,0.98,0,0
Maged1,18402.85,18035.65,19792.93,18407.17,18491.4,17966.2,18902.49,19262.81,19082.33,17996.72,19062.36,19267.14
Tspan5,943.57,1018.99,940.6,928.04,980.95,910.74,851.04,897.69,891.16,894.82,981.91,923.9
Il6st,1568.37,1527.99,1519.63,1528.79,1669.62,1529.05,1586.85,1555,1435.98,1574.5,1616.26,1607.93
Klrb1b,0,0,0,0,0,0,0,0,0.9,0,0,0
Arid3c,0,7,3,1,4,5,2,1,3,0,2,1
Pole4,1262.33,1202.61,1210.4,1222.13,1269.92,1275.68,1098.02,1074.62,1080.04,1349.46,1263.26,1305.68
Ints6l,1365.48,1410.97,1239.72,1281.15,1324.89,1311.22,1569.31,1647.7,1652.49,1363.9,1407.82,1350.54
Slc25a4,9403.09,9113.03,10257.46,9625.84,9038.2,9231.66,9683.17,9401.43,9414.74,9216.7,9800.33,9733.84
2310034P14Rik,31.06,34.89,44.35,42.4,29.56,37.86,34.41,31.55,39.3,28.42,24.55,43.98
Ankrd42,56.99,61.63,68.54,55.99,57,47.72,54.94,53.99,58.92,68.01,57,84
Fbp1,19,19,20,28,41,35,35.99,45,37,30,20,32
Kcnmb3,23.68,31.16,21.39,26.23,18.92,18.64,26.05,48.44,20.87,24.24,18.04,11.58
Pdia5,363.99,361.99,388.92,315.76,353.73,375.3,305.68,340.17,342.83,386,431.98,386.97
Micall2,20,28,35.96,25,17,25,25,26,11.98,29.99,32,30
Fam168b,8189.62,8260.92,8354.27,7967.87,8425.06,8213.74,7985.53,7864.21,7895.14,8116.74,8242.46,8012.48
Vps37d,142.99,119.99,140.99,111.13,126.01,132.26,163,165.02,163.93,147.99,153.87,152.81
Itpripl1,409.07,417.54,383.56,411.69,429.56,408.21,337.69,345.32,307.55,435.86,433.97,418.18
Cst7,2,1,1,0,0,0,0,1,0,1,1,0
Lysmd3,354.97,322.27,238.19,264.96,256.97,266.65,344.88,324.61,342.93,289.18,233.79,240.91
Ttll13,1,1,0.99,0,1,0,4,1,1,1.07,2,2
Hipk1,3483.35,3547.69,3463.05,3525,3599.38,3598.2,3208.57,3316.57,3429.2,3502.02,3425.58,3331.68
Kcnd1,22,18,12.99,16,13,12,22.99,18.94,20.98,15,13.99,22
Ppp1r7,1858.55,1841.38,1754.09,1804.02,1849.75,1819.52,1781.14,1862.17,1800.37,1871.88,1866.44,1893.58
Alms1,889.23,969.96,835.37,861.74,835.6,913.47,902.88,835.33,875.68,922.4,986.53,888.28
Nphp4,331.98,327.99,389.9,301.81,329,311.9,291.78,301.97,313.91,353.92,358.46,369.94
Bglap2,1.91,1,0,0,0,0,3.44,1.8,1,0,2.24,0.86
Gm6034,0,0,0,0,1,0,0,0,0,0,0,0
Slc36a1,654.79,719.07,727.92,720.95,725.98,708.86,780.89,741.97,760.8,768.25,776.8,776.19
Ly6i,1,0,0,0,0,0,0,0,0,1,0,0
LOC115486880,0,0,2.92,0,1.66,0,0,0,0,0,1.55,0
Itm2c,1278.5,1301.58,1372.86,1223.95,1148.42,1110.89,1345.98,1351.93,1268.52,1194.99,1316.66,1217.48
Dnajc27,426.14,465.33,422.32,398.56,365.13,374.85,385.05,404.97,401.97,393.02,458.87,449.45
Ndc1,2483.9,2582.18,2148.53,2590.68,2631.8,2487.61,2133.29,2179.42,2241.65,2549.42,2446.06,2479.31
Gm7429,2.7,0,0,0,0,1.84,0,0,0,0,0,6.1
Gm16367,0,0,0,1.01,2.03,0,0,0,0,1.02,0,0
Dolpp1,866.51,801.37,884.21,798.95,793.96,785.91,842.84,823.18,834.41,880.78,915.11,849.68
Mapkapk2,1724.57,1522.94,1634.96,1583.79,1585.75,1445.63,1544.73,1612.97,1598.68,1585.19,1624.98,1675.7
Mepce,1064.48,979.61,1253.65,1027.19,962.93,979.69,1053.85,1037.27,995.02,1014.98,1080.87,1123.93
Ilkap,1251.64,1231.68,1236.87,1142.7,1107.39,1114.8,1289.86,1142.54,1151.55,1136.37,1196.03,1293.45
Eif3h,5118.1,4913.63,5051.02,4800.1,4676.89,4629.31,5148.27,5186.09,5011,4734.3,4916.14,4901.67
Tbc1d1,2783.78,2910.9,2772.55,2868.26,3065.32,2951.68,2536.76,2489.58,2324.28,2861.13,2970.62,2920.57
Kctd2,470,505.9,537.98,512.51,542.07,550.98,492.94,482.5,543.43,556.85,546.99,554.03
LOC100862433,0,2.36,2.39,0,0,2.47,2.36,0,0,2.37,6.74,0
LOC115490184,127.55,105.85,113.18,84.67,28.82,147.17,94.5,90.37,95.01,122.2,108.14,93.21
Opn1mw,0,2,0,0,0,0,0,0,0,0,0.99,0
Creg2,97.68,87.91,94.42,111.92,98.48,102.33,131.81,124.52,120.58,103.29,89.81,99.95
Plekho2,287.99,275.76,306.72,287.44,253.91,269.74,272.02,308.07,266.99,224.99,239.3,230.05
Avil,6,9,9.99,7,12.99,9,13,9.96,11,9,9,8
Gm28729,1.83,0.88,0,1.02,2.01,0.83,1,0.99,1,0,0,1.03
Gm31606,66.37,79.58,69.91,95.63,73.67,104.1,67.05,82.32,71.39,65.86,85.47,83.08
Fgd3,255.71,239.46,239.89,155.94,197.94,202.99,294.9,245.55,285.71,200.94,185.01,202.28
Eif2ak4,664.84,616.54,601.96,584.84,621.95,581.83,598.67,629.85,616.29,603.76,628.4,584.81
Hoxc6,1,0.63,0.48,1.66,2.92,0,0,0.06,1,0,1.42,0
Ergic1,3107.76,2953.05,3339.81,3078.53,3269.6,3134.62,2820.85,2706.71,2586.85,3113.68,3242.33,3344.14
Arl5c,18.99,18,7,9.16,9,7,21,14,13,23,24,23.04
Clec11a,9,11,15,20,6.89,11,8.39,5.85,13,12,14,12
Vps25,1407.56,1484.38,1527.88,1429.31,1427.29,1344.86,1532.52,1436.75,1493.64,1385.23,1546.51,1546.66
Kcnj2,43.67,59.1,56.98,59.93,57.74,60.03,58.19,59.64,55.46,47.01,24.03,24.86
Gm5767,2,0,1,0,0,0,0,0,0,0,1,0
Pcif1,1606.24,1781.71,1864.04,1648.38,1703.73,1620.63,1815.56,1687.94,1685.7,1622.81,1823.54,1779.39
Hmbs,862.45,898.99,996.94,976.65,846.66,914.74,957.99,878.88,910.29,914.63,947,960.5
Kif5b,6781.53,6837.3,5684.54,6970.78,6747.69,7241.11,6082.23,6125.59,6388.6,6710.17,5761.11,5821.18
Phox2a,0,0,2.01,0.65,0,0,0,0,0,1.01,0,0
Ppbp,0,1,0,1,0,0,1,0,0,0,0,0
Srpx,0,1,3,2,5,4,2,2,4,2,3,2
Prrx1,867.36,854.48,735.37,1385.39,1372.11,1461.34,800.73,753.83,769.27,1263.81,1222.99,1203.46
Actb,64304.62,64408.3,66185.17,67843.09,69178.12,65527.12,58660.58,56481.49,55005.37,65795.83,66623.9,65104.05
Il10,0,0,0,1,0,0,1,0,0,0,0,0
Kcnu1,14,8,15,19,9,8,13,16,13,12.99,12,14.93
Pak1,1307.43,1259.48,1258.64,1291.95,1282.02,1231.38,1376.3,1367.49,1293.6,1298.05,1341.92,1326.73
Tarsl2,901.15,869.97,798.57,898.51,958.96,954.83,890.96,866.8,919.06,945.17,910.43,924.57
Rcor1,1270.11,1246.1,1305.35,1356.91,1432.99,1476.94,1230.72,1286.33,1311.36,1289.7,1211.58,1199.92
Lhb,0,0,1,0,0,2,2,0,0,0,0,0
Bet1l,280.46,273.52,276.97,289.95,282.8,254.08,263,286.97,285.87,252.84,275.65,268.95
Kif20a,2736.14,2758.78,2997.15,2827.24,2897.77,2867.51,2796.88,2729.41,2697.39,2869.58,2896.25,3018.69
Cnfn,0,0,0,0,0,0,0,1,0,0,0,0
Nkapd1,1096.86,990.84,913.64,975.22,969.07,1015.48,1024.83,1008.27,988.57,1008.94,977.61,903.61
Gal3st3,364.08,347.1,406.72,381.31,441.38,400.75,404.45,372.38,370.31,361.33,409.71,415.37
Wsb2,4707.43,4971.66,5182.22,5216.4,5313.14,5167.09,4374.07,4378.69,4318.12,5062.77,5305.54,5202.37
Lhfp,136.28,142,122.95,107,105.97,105.92,90.63,103.98,94.99,118.94,130.99,130.95
Morc3,873.69,900.96,822.28,864.86,796.06,907.45,817.33,810.71,842.44,829.76,853.42,819.98
P2rx3,12.89,19.33,12.78,8.95,29.06,16.98,16.38,23.14,21.22,19.21,18.13,23.01
Zfp599,110.43,99.2,106.42,111.72,100.17,127.5,119.68,116.67,120.47,130.77,114.07,127.13
Cuedc2,2129.4,2061.68,2202.93,2117.72,2070.37,2103.3,2237.45,2101.77,2150.16,2147.38,2235.44,2265.91
Kmt2c,2320.42,2428.22,2387.97,2458.72,2301.02,2552.11,2371.31,2351.22,2485.8,2357.65,2334.13,2210.66
Scn7a,26.97,31,24,19.99,20.37,22.62,17.01,21.9,28,32.97,23.98,24.99
Pdcd5,1029.65,1028.98,1139.82,1029.46,821.48,891.83,974.81,944.79,939.98,955.67,1022.15,994.9
Tepp,66.79,76.07,64.71,66.71,66.49,62.27,63.16,57.22,52.02,50.09,47.96,64.62
Sin3b,1439.05,1459.03,1668.81,1369.28,1327.76,1354.13,1468.72,1511.05,1498.18,1427.04,1469.5,1512.73
Pi15,27.68,18.98,14.06,18.1,23.13,26.64,27.21,26.01,20.66,19.56,29.37,11.64
Dnaja4,112.97,110.8,118,149,140.99,165.7,128.46,135.95,121.88,151.42,180.98,152.98
D230025D16Rik,504,481.95,532.07,518,489.53,482.51,509.05,506.37,474.69,472.41,532.14,510.15
Elp1,1944.5,2011.81,1942.22,1945.1,1965.78,2013.8,1941.06,1987.03,1911.15,1942.28,2026.14,1980.75
Grem1,0,1,0,0,2,0,0,0,0,1,1,0
